NSPID,NUMACC,LUMACC,AVEACC,NUMRT,LUMRT,AVERT,NUMIE,LUMIE,rITG,lITG,rMOG,lMOG,raIPS,laIPS,rpIPS,lpIPS,rPM,lPM,rinsula,linsula,rIFG,lIFG,ACC,group1,RES_1,group2,RES_2,RES_3
S1318,0.912280702,1,0.956140351,1.086978223,1.063052883,1.074466806,1.19149536,1.063052883,2.793723822,2.244158983,2.764103174,2.22526741,2.511084795,2.549844742,2.733845949,2.396860838,2.025220871,2.008421421,2.102846384,2.359787941,2.214840651,2.418117762,2.519157171,0, ,1,-0.009565517,-0.007065741
S1319,0.966101695,1,0.983193277,1.37906576,1.235072344,1.305222983,1.427454032,1.235072344,1.99314189,2.191102028,2.331406832,3.124069452,3.325011253,3.159390688,3.468240261,3.466397285,3.402624369,3.469861031,2.970339537,2.524238586,3.612168312,3.338136673,3.457471371,1,0.049338303,0, ,0.046755252
S1320,0.931034483,0.947368421,0.939130435,0.857341537,0.866034122,0.861687829,0.920848317,0.914147129,3.047019243,2.48285675,3.22452116,2.787092924,3.120675087,2.609060049,3.663049221,2.857650757,2.731788874,2.678416967,2.287404776,2.397388935,2.978238583,2.654002905,2.770318985,1,0.04306687,0, ,0.04216879
S1321,0.883333333,0.966101695,0.924369748,1.184333731,1.092051545,1.136514781,1.340755168,1.130369143,1.994570494,2.067829847,1.840792894,0,2.022930622,1.819570422,2.377377748,2.253153801,1.953306317,0,0,1.787894964,2.065000057,0,0,1,-0.014883625,0, ,-0.016381441
S1322,0.933333333,1,0.965811966,1.211096063,0.957284971,1.083067459,1.297602925,0.957284971,2.260731459,0,2.69157815,0,2.680989504,2.135226488,2.717884302,2.291820765,2.626789331,2.384710312,1.998427987,2.055278063,2.65985918,0,2.086031675,0, ,1,0.011487114,0.01398689
S1323,0.966101695,1,0.982905983,0.945519132,0.911206197,0.928213478,0.978695242,0.911206197,3.0023489,2.322664261,2.09566927,2.022556067,2.476573706,2.814576864,2.534154177,2.613530636,1.938703775,2.143231869,2.166437626,2.101831675,2.160578251,2.688811779,2.283830643,1,0.049338303,0, ,0.046755252
S1324,0.983050847,0.983333333,0.983193277,1.184295774,1.119704041,1.151723874,1.204714667,1.138682076,2.393685579,2.273469687,2.341610193,2.256595612,2.200683594,2.150978088,2.204043627,1.933320999,0,1.8969419,1.995720267,2.161224365,2.083117485,1.987051487,2.170222282,0, ,1,0.071427394,0.073356642
S1325,0.881355932,1,0.94017094,1.152326687,1.049445752,1.098080376,1.307447587,1.049445752,2.481507778,2.295956612,2.767475128,0,2.064185619,2.050989389,2.623093843,2.150093317,2.172300816,2.202911615,0,2.380613089,2.253046751,2.226463079,2.658611536,0, ,1,-0.040490287,-0.037990511
S1326,0.945454545,1,0.973684211,1.056060439,0.842111407,0.942339783,1.116987003,0.842111407,2.895836592,2.280059338,2.42510891,3.081273079,2.870399475,3.178031921,3.080127001,3.322484493,2.643652439,2.795617819,2.70764184,2.361093044,2.819777727,2.678685904,2.995914459,1,0.028691153,0, ,0.026108102
S1328,0.981481481,0.98245614,0.981981982,1.245026356,1.208704299,1.226365483,1.26851742,1.230288305,2.503520966,2.064351797,1.877643943,0,2.248517036,2.238693714,2.673049688,2.072213888,2.108095169,2.051590204,1.946093202,0,2.272493362,2.028375387,2.085199356,0, ,1,0.070396068,0.072295288
S1337,0.933333333,1,0.966666667,1.089485535,1.013320324,1.050089736,1.167305931,1.013320324,2.377933502,2.421276331,2.311243773,1.84173882,2.507203341,1.943778634,2.078260183,2.11276722,1.860970497,0,2.514008284,2.206115961,2.516388416,1.916340947,2.540838718,1,0.016569941,0, ,0.01398689
S1338,0.925925926,0.98245614,0.954954955,0.947881661,0.92752775,0.937128652,1.023712194,0.944090746,0,0,2.191740036,2.144844294,2.412130594,2.414144993,2.67860055,2.312749386,2.169178963,2.403256178,1.926658392,2.173732996,0,0,2.132241488,1,0.018761127,0, ,0.016739733
S1339,0.762711864,0.896551724,0.829059829,1.054030622,1.076988679,1.066338034,1.381951261,1.201256604,1.795592427,0,2.090232849,0,1.866707563,1.978254795,1.892837644,1.708467841,0,0,1.778608918,0,2.293526888,0,2.099779129,0, ,1,-0.095682708,-0.09672414
S1341,0.965517241,1,0.983050847,1.054551002,0.968891745,1.01024449,1.092213538,0.968891745,2.518167257,2.409112692,2.787184715,2.578563213,3.158642769,2.639861822,3.054657936,2.62088418,3.009149075,2.665111542,2.624462843,2.507393122,2.895158529,2.58298564,2.707409859,0, ,1,0.043671022,0.046170798
S1343,0.892857143,1,0.946428571,0.957516053,0.841918915,0.896445867,1.072417979,0.841918915,2.173163652,1.785473824,0,0,1.855386138,1.736974478,2.047363997,0,0,0,1.98308897,0,0,0,1.735200882,0, ,1,-0.028989076,-0.0264893
S1344,0.913793103,1,0.956896552,0.821400106,0.770772475,0.794946028,0.898890682,0.770772475,2.186210394,2.323836565,2.05907464,0,2.107287407,2.083317757,2.111640453,0,2.282640219,1.956876755,1.884310842,1.86554575,2.014216423,2.242822409,1.915951967,1,-0.002970289,0, ,-0.00555334
S1346,0.912280702,1,0.954545455,1.033299962,0.947141727,0.989810567,1.132655727,0.947141727,2.297748804,2.484096289,2.787062645,2.463920116,2.436188936,2.776230812,2.577124119,3.346343279,2.203244686,3.331820488,3.306712389,3.089418173,2.649251223,3.123879433,3.263828278,0, ,1,-0.009565517,-0.007065741
S1348,0.966666667,0.983050847,0.974789916,1.08557215,0.880076648,0.982824399,1.123005672,0.895250384,2.71373868,2.445356846,3.067008495,2.13064909,2.789859056,2.522702932,3.083642244,2.724470139,2.436035872,0,2.724816084,2.560465097,2.393320084,2.452275038,2.560890675,0, ,1,0.055216481,0.057136059
S1349,0.982758621,0.966101695,0.974358974,1.109927884,1.107891043,1.108909463,1.129400303,1.146764413,2.247125626,2.329235792,2.287835121,2.572149277,2.975698709,2.323847532,2.710391283,2.466497898,2.175911427,2.022722483,2.329003572,2.039361,2.519669771,2.166735649,2.154409409,0, ,1,0.081704467,0.083043847
S1350,0.796610169,0.962962963,0.876106195,1.191713145,1.178671715,1.184863101,1.495980332,1.224005242,1.916043282,2.045864582,1.907194972,2.002232313,2.420864582,2.073598623,2.159241915,2.031707764,0,0,0,0,0,0,1.82600975,0, ,1,-0.102518793,-0.101286857
S1351,0.93220339,0.963636364,0.947368421,1.357158171,1.180941069,1.27068126,1.455860583,1.225504882,1.960195661,2.029321909,0,0,2.324148655,2.359252453,1.82731092,1.941264987,2.103453636,2.256374836,1.98927474,2.031348467,0,1.87707603,1.920714974,0, ,1,0.032661386,0.033916374
S1352,0.86440678,0.982142857,0.92173913,1.158245438,1.06388912,1.109286971,1.339930996,1.083232559,2.27068162,1.873452425,2.35490489,0,2.380297899,1.987748504,2.495937109,1.982744694,2.375524998,1.74324131,1.831046343,1.875174165,2.566195965,2.005318403,2.261228323,1,-0.042586615,0, ,-0.04459798
S1353,0.965517241,1,0.98245614,1.292653127,1.176586564,1.234619845,1.338819311,1.176586564,0,2.504472256,2.02807498,0,2.217354536,1.995295286,2.186816454,1.974514961,2.199790001,1.885289192,2.378508568,2.512451649,2.044641495,2.300632954,2.607877731,0, ,1,0.043671022,0.046170798
S1354,0.910714286,1,0.956521739,1.05053532,1.012770352,1.030279564,1.153528978,1.012770352,2.253725529,1.982937574,1.738237977,2.062379122,1.938416719,0,2.104900837,0,0,0,1.848375082,1.930195451,0,0,2.073087215,0, ,1,-0.011131933,-0.008632157
S1356,0.966666667,0.98245614,0.974358974,1.090475374,0.950352479,1.021643075,1.128077973,0.967323059,3.08237648,2.582162142,2.683527231,2.261514664,2.736655235,2.519045591,2.793572664,2.564273834,2.452353001,2.403707027,2.123483181,2.031493664,2.678476095,2.645653725,2.419503927,0, ,1,0.055581254,0.057480474
S1357,0.949152542,0.948275862,0.948717949,0.850067083,0.786212372,0.818427361,0.895606391,0.829096683,2.592613697,0,0,0,2.309878826,2.395985365,2.226870537,2.027787685,0,0,0,0,1.853062034,1.943457723,0,1,0.060688451,0, ,0.059761319
S1358,0.947368421,0.962962963,0.954954955,1.048651993,0.956064103,1.003231519,1.106910437,0.992835799,1.960856318,1.922614813,1.94282496,0,2.347517252,1.873980403,0,0,1.828867912,1.872815609,0,0,0,0,1.856627345,1,0.050868726,0, ,0.049471395
S1359,0.881355932,0.912280702,0.896551724,1.023201004,1.006052306,1.014626655,1.160939601,1.102788104,2.598401785,2.081259727,2.517128468,2.209869623,2.235835314,2.149175406,2.355858564,1.985844016,0,0,1.938520551,1.86850059,2.380488873,0,1.950495243,1,0.012585505,0, ,0.012810739
S1360,0.881355932,0.982758621,0.931623932,1.104978501,1.051475841,1.077000046,1.253725607,1.069922785,3.122132301,2.168013334,2.778426886,2.498247147,2.809779644,2.683620691,2.788238525,2.41802001,2.388474226,2.325184107,0,0,2.712336779,2.234462261,2.403235674,0, ,1,-0.029915012,-0.028005438
S1363,0.9,0.924528302,0.911504425,1.221858799,0.994496502,1.113696153,1.357620888,1.07567989,2.462266445,2.07591486,2.137878895,0,2.380588293,2.232262135,2.180371284,2.154012203,0,0,2.088493824,1.989770651,2.421524286,2.186653137,2.43372941,1,0.024528669,0, ,0.024361802
S1364,0.872727273,0.945454545,0.909090909,1.03283792,1.026371519,1.029475391,1.183460116,1.085585261,1.847844839,0,1.973564863,0,1.978024602,1.824234009,0,0,0,0,0,0,0,0,0,1,-0.01419322,0, ,-0.015030029
S1365,0.964285714,0.944444444,0.954545455,0.947137835,0.901861374,0.925146411,0.982217014,0.954912044,2.693002701,2.353299856,2.555248976,0,2.349788666,2.042497158,3.088401318,2.093527794,2.666746378,0,2.192549229,0,2.090310335,0,2.1030581,0, ,1,0.07651538,0.077113396
S1366,0.982758621,0.98245614,0.982608696,1.227693155,1.209931555,1.218890946,1.249231631,1.231537476,2.231052876,2.082799196,1.979819894,2.188413382,1.939126968,0,2.216658115,2.073424578,0,0,0,0,0,0,0,1,0.075593822,0, ,0.073572428
S1367,0.851851852,0.982758621,0.919642857,0.866793096,0.817076825,0.839280208,1.017539721,0.831411506,2.320543766,0,0,0,2.494822741,2.123588085,2.501084566,0,0,0,1.878648281,2.007954597,2.332288265,0,2.038738728,0, ,1,-0.059419092,-0.057509518
S1368,0.916666667,1,0.956896552,1.128409972,0.902124287,1.014247825,1.230992696,0.902124287,2.78533268,2.158967257,1.977965117,0,2.35991025,2.08142519,2.58468318,2.176755667,2.145818472,2.201351404,2.090389013,2.059594154,2.050281286,2.024036646,2.207387209,1,-9.67E-05,0, ,-0.002679776
S1369,0.898305085,0.965517241,0.931623932,1.105851521,1.022375395,1.062964704,1.231042259,1.058888802,2.367170095,2.302943945,1.915644169,2.519551277,2.28798461,1.993741632,2.368489742,2.103592396,2.30102849,1.939297795,0,1.850693226,2.797128916,2.093137026,2.503749371,0, ,1,-0.002390585,-0.001071211
S1371,0.894736842,0.943396226,0.918181818,1.141002311,1.0008623,1.071626068,1.275237877,1.060914038,2.445529699,2.651375055,0,0,2.303567886,2.585488081,2.531142235,2.280171156,2.212985754,2.18532896,0,0,1.934478283,2.22783637,2.03620863,1,0.008942496,0, ,0.008171583
S1372,0.933333333,0.982758621,0.957627119,1.272450868,1.14427804,1.207797318,1.363340216,1.164353093,2.303970575,2.178748369,0,2.043070316,2.393164635,1.911713839,2.16329217,1.925253868,0,0,0,0,2.209542513,2.019602299,1.998016119,1,0.026003041,0, ,0.023971963
S1373,0.872727273,0.836363636,0.854545455,1.101487805,1.118793735,1.109956665,1.262121443,1.337688162,3.042790174,2.397456408,2.426376104,2.095541954,2.391787052,1.920677304,2.394589424,2.21026659,2.150686741,2.01358223,2.114022017,0,0,2.08186841,2.097687006,1,0.045492577,0, ,0.048148252
S1374,0.95,0.966101695,0.957983193,1.104427881,0.8369736,0.970700741,1.162555664,0.866341095,2.15333581,1.987690687,2.321927309,1.94914937,2.358787298,2.557570457,2.081165552,2.157035351,2.087275982,2.333261728,1.93215549,1.971172929,2.357282162,2.178104162,2.184277773,1,0.051783042,0, ,0.050285226
S1375,0.839285714,0.95,0.896551724,1.110998067,0.938205074,1.016294215,1.323742378,0.987584288,2.847454309,2.634241343,2.527155876,2.476289034,2.809865713,2.501999617,2.852187872,2.599855661,2.517323494,2.534707546,2.287694216,2.106618166,2.438133717,2.558866501,2.16139245,0, ,1,-0.051892209,-0.051104017
S1377,0.898305085,0.924528302,0.910714286,0.991436574,0.944100415,0.968696654,1.103674676,1.021169837,2.266087532,2.702466726,2.777712822,2.265319347,2.611355782,2.20725131,3.24523735,2.460601568,2.100687027,2.044386387,0,0,2.618103027,2.371489763,1.920024395,0, ,1,0.022750634,0.022666887
S1378,0.929824561,1,0.964285714,1.108377962,0.930597914,1.017841826,1.192029129,0.930597914,2.441774368,0,1.944635153,0,1.990159631,1.740566373,2.328414679,2.113816261,0,1.93631506,0,2.082890749,0,0,1.947655559,1,0.013061169,0, ,0.010478118
S1380,0.867924528,0.964912281,0.918181818,0.97568519,0.889437157,0.928718439,1.124159024,0.921780326,2.315209866,1.901234388,2.017480373,2.206779003,2.307024479,1.920197129,2.071303844,2.074465513,2.102114201,2.039453983,2.077280998,2.125706911,2.008668184,1.743271947,2.143119812,0, ,1,-0.03240008,-0.031101415
S1381,0.839285714,1,0.919642857,1.01297563,0.905185066,0.954371052,1.206949687,0.905185066,2.428642988,2.10905838,2.033516645,0,2.270138741,2.04431653,2.209265709,2.043233633,1.997406244,1.89236784,1.89923656,1.901024818,2.208307505,0,1.978060365,0, ,1,-0.082560505,-0.080060729
S1383,0.844827586,0.983333333,0.915254237,1.207546558,1.191231525,1.198633716,1.429340824,1.21142189,2.586601257,2.84839797,3.4470613,2.550449848,1.941457868,2.183672428,2.909137964,2.199731588,2.066580057,1.931354642,1.696593761,1.9112221,2.049766779,2.108144999,2.11969471,1,-0.062817142,0, ,-0.064866619
S1385,0.928571429,1,0.963963964,1.011990619,0.922709572,0.966098492,1.089836051,0.922709572,2.015348196,2.135301352,1.855470896,2.218744993,2.931909323,2.527050972,2.34372282,2.172409058,2.678795338,2.18517375,1.980035067,2.141158104,2.339687347,2.457208633,2.663891554,1,0.011808037,0, ,0.009224986
S1386,1,1,1,1.021896221,0.952777029,0.987046208,1.021896221,0.952777029,2.281275272,2.437712193,2.596371174,2.509433746,2.799542189,2.455276489,2.987714529,2.894392967,2.096124172,2.095300674,1.780160427,0,1.922454953,2.058885098,1.981940985,0, ,1,0.078153781,0.080653557
S1387,0.933333333,0.983333333,0.958333333,1.201571593,0.95796976,1.076593261,1.287398136,0.974206536,2.343343973,2.280807495,2.559018612,2.637339592,2.499460697,2.24587369,2.768286943,2.453816652,2.422432899,1.959438324,2.350244999,2.359101057,2.668581009,2.396076918,2.555171013,1,0.025688605,0, ,0.023639128
S1389,0.981481481,1,0.990740741,0.900338372,0.900677212,0.900509375,0.917325889,0.900677212,2.593490601,0,1.86806941,0,2.460912704,2.758327484,2.424751997,2.673156261,1.791306019,2.284111977,2.101227999,2.07317853,2.434132576,2.588315725,2.20406723,1,0.064718089,0, ,0.062135038
